id,structure,informativity,on-topic,correctness,category
3572,4,3,4,4,summarization
3584,0,4,4,4,closed_qa
3586,0,4,4,4,closed_qa
3588,4,4,4,4,brainstorming
3591,0,4,4,4,closed_qa
3593,1,1,2,1,brainstorming
3595,4,4,4,4,summarization
3596,0,4,4,4,brainstorming
3598,4,4,4,4,brainstorming
3599,0,4,4,0,brainstorming
3600,0,3,4,4,closed_qa
3603,0,4,4,0,brainstorming
3607,0,4,4,4,summarization
3611,0,3,4,0,brainstorming
3613,4,4,4,3,brainstorming
3616,3,4,4,4,brainstorming
3618,0,4,4,4,summarization
3619,4,4,4,4,brainstorming
3621,0,3,4,4,closed_qa
3629,0,1,1,1,summarization
3630,0,2,4,4,summarization
3634,0,4,4,4,summarization
3636,0,2,4,3,summarization
3637,3,4,4,0,brainstorming
3640,4,4,4,0,brainstorming
3641,0,4,4,4,closed_qa
3643,4,3,4,0,brainstorming
3647,0,4,4,4,brainstorming
3649,0,1,4,1,closed_qa
3654,0,4,4,0,brainstorming
3665,0,4,4,0,brainstorming
3666,0,4,4,4,closed_qa
3670,0,4,4,4,summarization
3673,0,3,4,4,closed_qa
3678,2,3,4,4,summarization
3679,0,3,4,0,summarization
3681,0,3,4,4,summarization
3682,0,3,4,4,closed_qa
3685,0,1,4,1,summarization
3696,0,3,3,3,brainstorming
3697,4,4,4,4,summarization
3698,4,4,4,4,closed_qa
3701,0,4,4,4,closed_qa
3707,4,4,4,0,summarization
3710,4,4,4,0,summarization
3712,4,4,4,4,closed_qa
3713,3,3,3,0,summarization
3724,0,3,4,4,closed_qa
3726,0,2,4,2,summarization
3734,4,4,4,4,brainstorming
3736,4,3,4,3,closed_qa
3741,0,4,4,0,brainstorming
3749,4,4,4,4,closed_qa
3751,0,4,4,4,closed_qa
3760,0,4,4,4,brainstorming
3762,0,4,4,4,closed_qa
3766,0,4,4,4,closed_qa
3775,4,4,4,4,brainstorming
3776,0,2,4,4,summarization
3779,0,1,1,1,summarization
3782,3,3,4,0,summarization
3784,0,4,4,4,brainstorming
3789,3,3,4,3,closed_qa
3793,0,4,4,4,closed_qa
3794,4,4,4,4,brainstorming
3798,0,3,4,3,summarization
3799,0,3,4,3,summarization
3800,0,4,4,3,closed_qa
3802,4,4,4,4,summarization
3815,0,4,4,4,brainstorming
3818,0,3,4,4,brainstorming
3821,0,4,4,4,closed_qa
3824,0,4,4,4,summarization
3827,4,4,4,4,summarization
3832,0,4,4,0,brainstorming
3834,0,1,1,1,summarization
3842,0,4,4,4,closed_qa
3844,4,4,4,4,closed_qa
3846,0,4,4,4,summarization
3849,0,4,4,4,summarization
3854,0,4,4,0,brainstorming
3861,4,4,4,4,brainstorming
3863,0,4,4,0,brainstorming
3864,0,4,4,4,closed_qa
3872,0,3,4,3,summarization
3879,0,4,4,4,closed_qa
3881,0,4,4,0,brainstorming
3883,4,4,4,0,brainstorming
3890,0,4,4,4,summarization
3891,0,4,4,4,summarization
3897,0,4,4,4,closed_qa
3903,4,4,4,0,brainstorming
3913,0,3,4,4,summarization
3917,0,4,4,4,closed_qa
3922,0,1,3,3,summarization
3923,0,4,4,4,summarization
3928,4,4,4,0,brainstorming
3929,0,1,4,4,summarization
3937,0,1,1,1,summarization
3940,4,4,4,4,brainstorming
3941,0,4,4,4,summarization
3942,0,4,1,4,summarization
3948,0,4,4,4,summarization
3952,0,4,4,0,brainstorming
3956,3,4,4,0,summarization
3962,0,3,4,0,brainstorming
3966,0,4,4,4,closed_qa
3967,0,4,4,0,brainstorming
3969,3,3,4,4,summarization
3971,0,4,4,4,closed_qa
3980,0,4,4,4,closed_qa
3981,0,4,4,4,closed_qa
3984,0,4,4,4,closed_qa
3985,4,3,4,4,summarization
3988,0,4,4,4,closed_qa
3989,4,4,2,0,brainstorming
3996,0,4,4,4,summarization
4006,0,2,4,4,summarization
4007,4,4,4,4,brainstorming
4027,0,4,4,4,summarization
4030,4,4,4,0,brainstorming
4031,0,3,4,2,summarization
4032,4,4,4,4,closed_qa
4037,0,3,4,3,summarization
4038,4,3,3,4,summarization
4041,3,2,3,3,summarization
4042,1,4,4,4,brainstorming
4044,4,4,4,4,closed_qa
4046,4,4,4,4,closed_qa
4051,0,3,4,3,brainstorming
4052,0,4,4,4,closed_qa
4053,0,3,4,0,brainstorming
4068,1,2,4,1,closed_qa
4069,0,4,4,4,closed_qa
4070,0,4,4,4,brainstorming
4073,0,4,4,0,brainstorming
4075,0,4,4,4,closed_qa
4087,0,4,4,4,closed_qa
4091,0,3,3,3,closed_qa
4095,3,4,4,4,closed_qa
4108,0,4,4,4,closed_qa
4116,0,4,4,4,closed_qa
4126,4,4,4,4,brainstorming
4129,0,4,4,4,brainstorming
4131,0,4,4,4,closed_qa
4132,0,4,4,4,brainstorming
4133,4,3,4,4,summarization
4135,0,4,4,4,summarization
4139,4,4,4,0,brainstorming
4147,3,3,4,0,brainstorming
4150,4,4,4,4,summarization
4151,0,4,4,0,brainstorming
4154,0,3,4,4,closed_qa
4157,0,3,4,3,closed_qa
4166,4,3,4,0,brainstorming
4167,0,4,4,4,closed_qa
4168,0,2,4,4,closed_qa
4169,0,4,4,4,closed_qa
4172,4,3,4,4,closed_qa
4176,4,4,4,2,brainstorming
4184,4,4,3,0,brainstorming
4186,4,4,4,4,closed_qa
4189,4,4,4,4,closed_qa
4193,3,4,4,0,brainstorming
4197,4,4,4,0,brainstorming
4199,3,2,4,3,closed_qa
4203,4,4,4,1,summarization
4204,2,2,3,3,summarization
4206,0,4,4,4,summarization
4207,4,4,4,0,brainstorming
4215,4,3,4,4,closed_qa
4217,0,4,4,4,closed_qa
4224,2,3,3,4,closed_qa
4232,4,3,3,4,summarization
4234,4,4,4,4,brainstorming
4237,0,4,4,0,brainstorming
4246,0,4,4,4,closed_qa
4252,0,3,4,4,summarization
4261,0,3,4,4,summarization
4267,0,3,4,0,brainstorming
4271,0,4,4,4,brainstorming
4273,4,4,4,0,brainstorming
4278,4,4,4,4,summarization
4282,0,4,4,4,closed_qa
4284,0,4,4,4,summarization
4288,0,3,4,3,closed_qa
4290,3,3,3,4,summarization
4292,0,4,4,4,closed_qa
4296,4,3,4,3,closed_qa
4297,0,2,4,3,closed_qa
4306,0,2,2,0,brainstorming
4311,0,3,4,4,closed_qa
4313,0,4,4,4,closed_qa
4314,4,4,4,4,closed_qa
4317,0,2,4,4,closed_qa
4318,4,3,4,3,closed_qa
4322,4,3,4,4,summarization
4325,0,1,1,1,summarization
4330,0,4,4,4,closed_qa
4331,0,4,4,4,closed_qa
4333,0,4,4,4,closed_qa
4336,4,4,4,4,brainstorming
4349,4,4,4,0,brainstorming
4358,3,4,4,4,brainstorming
4373,4,4,4,4,summarization
4379,0,4,4,0,brainstorming
4380,0,1,1,1,closed_qa
4388,0,4,3,4,brainstorming
4390,0,4,4,4,closed_qa
4391,0,3,3,2,summarization
4395,0,2,4,0,brainstorming
4398,4,4,4,0,brainstorming
4408,4,3,4,4,brainstorming
4410,0,1,2,4,summarization
4425,0,4,4,4,summarization
4432,0,2,4,2,summarization
4435,0,4,4,4,closed_qa
4439,0,4,4,0,brainstorming
4449,4,2,4,4,brainstorming
4450,0,1,1,1,summarization
4453,0,4,4,4,summarization
4454,0,4,4,4,summarization
4455,0,0,0,0,summarization
4458,0,3,3,4,brainstorming
4459,0,4,4,4,closed_qa
4461,0,4,4,0,summarization
4467,4,4,4,0,brainstorming
4474,4,3,3,0,brainstorming
4476,0,4,4,4,brainstorming
4482,0,4,4,4,brainstorming
4485,0,1,4,2,summarization
4489,4,4,4,4,brainstorming
4494,4,4,4,4,brainstorming
4496,0,3,4,4,summarization
4498,1,4,4,0,brainstorming
4508,0,3,3,4,summarization
4512,4,4,4,4,brainstorming
4513,0,4,4,4,brainstorming
4518,0,4,4,4,brainstorming
4527,0,1,1,1,summarization
4534,0,4,4,3,summarization
4537,4,4,4,4,brainstorming
4543,0,4,4,4,brainstorming
4554,0,4,4,4,summarization
4558,3,4,4,4,brainstorming
4565,3,4,3,4,summarization
4567,0,2,4,2,closed_qa
4570,0,4,4,4,summarization
4571,4,4,4,0,brainstorming
4572,0,4,4,4,closed_qa
4591,0,4,4,4,closed_qa
4592,0,4,4,4,closed_qa
4600,0,2,4,2,summarization
4603,0,4,4,4,closed_qa
4606,0,4,4,0,brainstorming
4607,0,4,4,0,brainstorming
4609,0,4,4,4,summarization
4615,4,4,4,0,brainstorming
4616,0,4,4,4,closed_qa
4619,4,4,4,4,summarization
4620,0,4,4,4,closed_qa
4622,1,4,4,4,brainstorming
4624,0,4,4,0,brainstorming
4625,0,4,4,2,closed_qa
4626,3,3,4,0,brainstorming
4630,0,4,4,4,closed_qa
4635,0,4,4,4,closed_qa
4636,0,4,4,4,brainstorming
4641,0,4,4,0,brainstorming
4644,0,4,4,0,brainstorming
4649,4,3,4,3,summarization
4652,0,4,4,4,closed_qa
4657,0,4,4,4,closed_qa
4667,4,4,4,4,closed_qa
4670,0,4,4,4,closed_qa
4673,0,4,4,4,brainstorming
4675,4,4,4,4,brainstorming
4678,0,3,4,4,summarization
4684,0,1,2,1,closed_qa
4687,4,3,4,0,summarization
4690,0,3,4,4,summarization
4692,0,4,4,0,brainstorming
4696,0,3,4,3,closed_qa
4700,0,4,4,4,closed_qa
4710,0,4,4,0,brainstorming
4711,3,2,3,4,closed_qa
4719,0,4,4,4,summarization
4720,4,2,2,4,brainstorming
4726,0,4,4,0,brainstorming
4727,0,3,4,4,summarization
